,,04/05/2026 17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ETAT TPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Du 01/11/2025 au 30/11/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,01715,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matricule,Nom & Prénom,Présence badgée,Présence badgée validée,Heures totales,Cumul Abs vers la paie,Absence vers la paie en jour,HS75,HSUP100%,MISSION,FORM,MALAD,MATERNITE,RC.ALLAIT,AC.TRAJET,AC.TRAVAIL,ARRET TRV,AUTO,CSS,CPAT,CMAR,CNAIS,CDESES,CP.EX,CIR,M.A.P,VALHS,FERIE,VALHR,CP
00007,Production,170.48,161.48,168.18,0,0.0,0,0.15,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.15,4.50
00013,Direction Générale,180.37,171.51,179.22,0.03,0.0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,4.50
00041,Logistique,175.44,175.12,179.24,0.05,0.0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,4.50
00042,Direction  Administrative et Financière,169.21,160.21,180,0,0.0,0,0,0,0,0,0,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,18.00
00075,Production,178.14,168.44,170.44,0,0.0,0,0.32,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.32,0.00
00086,Contrôle Qualité,180.3,171,171,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
00096,Production,190,180,180,0,0.0,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,0.00
00107,Production,180.3,171,180,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00
00112,Sales Force,0,180,180,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
00120,Direction  Administrative et Financière,0,126,180,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.00
00210,Assurance Qualité,182.34,180,180,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.46,0,0,0.00
00221,Contrôle Qualité,180.28,170.58,179.58,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,9.00
00230,Direction  Administrative et Financière,179.17,169.47,179.57,0,0.0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,9.00
00259,International Sales,0,180,180,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
00294,Production,176.08,175.04,175.04,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
00300,Production,140.41,140.41,161.14,0,0.0,0,0,2.3,0,18,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.00
00303,Assurance Qualité,178.24,168.54,179.54,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9.00
00304,Production,170.49,170.12,179.12,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00
00307,Production,172.1,170.06,179.06,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.00
00327,Logistique,189,179,180,0,0.0,0,0.48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48,0.00
00329,Logistique,188.21,186.28,188.28,0.01,0.0,0,0.24,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.24,0.00
00332,Production,187.38,177.38,183.37,0,0.0,3.55,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0.00
00361,Affaires Juridiques,163.08,152.34,175.25,0,0.0,0,0,31,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.00
00372,Production,168.56,168.52,177.52,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00
00386,Marketing And Sales,189.05,176.19,178.04,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.00
00396,Assurance Qualité,190.57,179.42,179.42,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
00399,Production,178.39,178.39,178.39,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
00417,Production,180.21,170.51,170.51,0,0.0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.00
00419,Production,175.11,174.48,178.31,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50
00420,Marketing And Sales,0,180,180,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
00421,Production,0,162,180,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.00
00453,Production,152.31,152.06,179.06,0,0.0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
00469,Production,179.39,170.09,174.39,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50
00480,Production,174.37,170.59,187.29,0,0.0,15.26,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3,0,0.44,0.00
00482,Production,178.47,178.35,178.42,0,0.0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.00
00514,Logistique,0,180,180,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
00530,Production,184.33,174.33,185.47,0,0.0,2.44,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44,0,0.1,4.50
00574,Logistique,0,180,180,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
00621,Logistique,190,180,180,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
00676,Pharmacien Responsable Technique,177.31,168.01,180,0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9.00
00677,"Environnement, Hygiène et Sécurité",185.56,176.26,190.51,0,0.0,11.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.57,0,0,4.50
00712,Logistique,146.58,138.58,176.58,0,0.0,0,0,36,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.00
00717,Contrôle Qualité,119.36,115.17,118.23,1.51,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.06,0,0,0.00
00718,Logistique,145.05,137.31,179.58,0,0.0,0,0,9.3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,31.50
